split,model,n,prevalence,threshold,brier,accuracy,balanced_accuracy,precision,recall,f1,majority_class,majority_accuracy,auroc,auprc,log_loss,tn,fp,fn,tp,specificity,calibration_slope,calibration_intercept,ece
all_decisions@0.5,q_ir,5551,0.19041614123581338,0.5,0.2101082129646034,0.7096018735362998,0.6712356725818382,0.3494302767227347,0.609271523178808,0.44413793103448274,0.0,0.8095838587641866,0.7159382908947449,0.4157642613672707,0.6913666194932482,3295,1199,413,644,0.7331998219848687,0.38138904834163456,0.05229125047537733,0.2014933562177905
