split,n,prevalence,threshold,brier,accuracy,balanced_accuracy,precision,recall,f1,majority_class,majority_accuracy,auroc,auprc,log_loss,tn,fp,fn,tp,specificity,calibration_slope,calibration_intercept,ece,threshold_note
oof@0.5,427,0.44730679156908665,0.5,0.21010821296460339,0.7096018735362998,0.7068395598544681,0.6735751295336787,0.680628272251309,0.6770833333333334,0.0,0.5526932084309133,0.767060076315556,0.7271921926484344,0.6913666194932482,173,63,61,130,0.7330508474576272,0.644732762694129,0.15489823102038291,0.12956374177781607,
oof@youden,427,0.44730679156908665,0.5405933369797342,0.21010821296460339,0.7330210772833724,0.7270276865737866,0.7150837988826816,0.6701570680628273,0.6918918918918919,0.0,0.5526932084309133,0.767060076315556,0.7271921926484344,0.6913666194932482,185,51,63,128,0.7838983050847458,0.644732762694129,0.15489823102038291,0.12956374177781607,rowwise_validation_youden_per_test_fold
