split,run,n,prevalence,threshold,brier,accuracy,balanced_accuracy,precision,recall,f1,majority_class,majority_accuracy,auroc,auprc,log_loss,tn,fp,fn,tp,specificity,calibration_slope,calibration_intercept,ece
oof@0.5,unweighted,5551,0.19041614123581338,0.5,0.15771086956633987,0.8133669609079445,0.5146368815521505,0.723404255319149,0.03216650898770104,0.06159420289855073,0.0,0.8095838587641866,0.6515842209880176,0.3382789919456404,0.5589701222708237,4481,13,1023,34,0.9971072541166,1.0615597246921085,0.10877533143273722,0.1159937523235873
