split,run,n,prevalence,threshold,brier,accuracy,balanced_accuracy,precision,recall,f1,majority_class,majority_accuracy,auroc,auprc,log_loss,tn,fp,fn,tp,specificity,calibration_slope,calibration_intercept,ece
oof@0.5,weighted,5551,0.19041614123581338,0.5,0.15564137162783723,0.7987749954963069,0.6322469694692261,0.463768115942029,0.3632923368022706,0.40742705570291776,0.0,0.8095838587641866,0.7028259902091679,0.38875127753451244,0.5518195017135745,4050,444,673,384,0.9012016021361816,0.4905917584862887,0.08983985929681211,0.105113888951893
