split,run,n,prevalence,threshold,brier,accuracy,balanced_accuracy,precision,recall,f1,majority_class,majority_accuracy,auroc,auprc,log_loss,tn,fp,fn,tp,specificity,calibration_slope,calibration_intercept,ece
oof@0.5,weighted,5551,0.19041614123581338,0.5,0.1520183174280931,0.8090434156007926,0.5485061760050929,0.4945054945054945,0.12771996215704826,0.20300751879699247,0.0,0.8095838587641866,0.6327296902545136,0.3247056178016724,0.5069610967645982,4356,138,922,135,0.9692923898531375,0.5674136466902908,0.10063497400639909,0.06534323108380341
