split,run,n,prevalence,threshold,brier,accuracy,balanced_accuracy,precision,recall,f1,majority_class,majority_accuracy,auroc,auprc,log_loss,tn,fp,fn,tp,specificity,calibration_slope,calibration_intercept,ece
oof@0.5,unweighted,5551,0.19041614123581338,0.5,0.14714560041246275,0.8160691767249144,0.5966203650489099,0.5378151260504201,0.24219489120151372,0.3339856490541422,0.0,0.8095838587641866,0.7097499704220366,0.40137910146602596,0.5616987242175019,4274,220,801,256,0.9510458388963062,0.6177653523186531,0.10982502088683635,0.0949225221257758
