n_decisions,n_cases,prevalence,auroc_nested,auroc_fast,delta_auroc_fast_minus_nested,auprc_nested,auprc_fast,brier_nested,brier_fast,log_loss_nested,log_loss_fast
5551,427,0.19041614123581338,0.6327296902545136,0.7028259902091679,0.07009629995465427,0.3247056178016724,0.38875127753451244,0.1520183174239053,0.15564137151221766,0.5069610967320546,0.5518195005665291
